complaint_id,customer_id,timestamp,category,resolved
75,238048,2025-06-15 14:07:26.496103,Slow Internet,1
76,975645,2025-06-12 21:12:53.765044,Network Issue,1
77,221062,2025-01-02 19:24:20.657271,Slow Internet,0
78,874305,2025-07-09 23:36:07.775542,Other,1
79,480830,2025-06-27 03:31:31.719524,Slow Internet,1
80,108688,2025-10-01 23:23:38.305885,Dropped Calls,0
81,144375,2025-07-10 22:46:44.880596,Dropped Calls,1
82,158928,2025-10-04 07:18:32.481772,Billing Issue,1
83,557681,2025-10-07 17:37:44.538744,Other,1
84,322879,2025-03-19 07:46:30.737571,Billing Issue,1
85,880316,2025-08-30 19:09:33.804014,Network Issue,1
86,340224,2025-05-17 05:26:25.507764,Billing Issue,0
87,684997,2025-11-10 01:43:57.023999,Billing Issue,0
88,492053,2025-01-23 20:32:47.180683,Billing Issue,0
89,887242,2024-12-14 12:46:04.992827,Dropped Calls,0
90,496028,2025-05-13 03:47:53.415989,Billing Issue,0
91,814347,2025-08-01 09:54:03.919690,Billing Issue,1
92,593752,2025-02-04 04:17:52.228160,Billing Issue,1
93,457781,2025-04-06 20:57:55.954631,Dropped Calls,0
94,662972,2025-06-04 13:39:02.610560,Other,0
95,721819,2025-01-19 06:24:56.575192,Network Issue,1
96,168016,2025-08-03 16:23:15.702064,Network Issue,0
97,939547,2025-07-16 01:54:06.631556,Other,1
98,222760,2025-04-14 02:33:41.297013,Slow Internet,0
99,761628,2025-04-16 00:14:37.470021,Billing Issue,0
100,861052,2025-05-14 07:58:13.300620,Billing Issue,0
101,634512,2024-11-25 21:21:23.137395,Dropped Calls,1
102,358101,2024-12-09 11:50:13.898936,Other,0
103,676354,2025-05-04 13:07:46.687986,Network Issue,1
104,854959,2025-05-04 04:10:22.706737,Dropped Calls,1
105,567441,2024-11-26 07:11:35.738019,Network Issue,0
106,791408,2025-05-04 18:52:40.458715,Slow Internet,0
107,630577,2025-11-08 04:10:11.037918,Other,1
108,928416,2025-07-29 20:23:23.943475,Other,1
109,456463,2025-04-22 23:25:28.813651,Other,0
110,434142,2025-06-30 11:34:14.771662,Slow Internet,0
111,279775,2025-04-09 11:54:43.179441,Other,0
112,834579,2025-07-03 10:49:59.633898,Other,0
113,366436,2025-07-08 05:17:22.169717,Other,1
114,265527,2025-05-23 01:35:20.981497,Billing Issue,0
115,213693,2024-12-19 23:51:27.347305,Network Issue,0
116,728771,2025-04-12 03:24:39.848504,Slow Internet,1
117,731882,2025-10-29 05:46:56.352126,Slow Internet,1
118,803219,2025-10-09 16:44:52.544973,Slow Internet,1
119,148585,2025-06-17 21:00:46.291917,Other,1
120,779669,2025-10-27 01:50:41.440301,Other,0
121,978014,2025-09-08 06:44:15.494318,Slow Internet,0
122,901168,2025-11-15 05:57:21.951662,Billing Issue,0
123,807825,2025-10-25 09:14:21.647493,Dropped Calls,1
124,999252,2025-03-11 17:35:46.586891,Network Issue,0
125,164605,2025-11-03 23:19:02.966453,Billing Issue,1
126,630695,2025-05-13 10:36:59.332896,Other,1
127,342092,2025-01-26 20:51:19.021463,Network Issue,1
128,581694,2025-03-08 23:24:37.062770,Other,0
129,842291,2025-11-13 10:31:47.975227,Network Issue,1
130,282135,2025-07-03 06:31:02.876829,Slow Internet,1
131,280773,2025-03-11 10:53:11.855377,Other,1
132,268662,2025-08-19 23:39:47.324769,Billing Issue,0
133,294701,2025-10-15 18:50:58.963125,Billing Issue,1
134,101640,2025-04-23 09:47:03.638649,Other,0
135,283102,2025-05-14 13:37:16.860485,Other,0
136,193395,2024-12-15 06:53:50.160679,Network Issue,0
137,738546,2025-09-14 20:44:37.438919,Other,1
138,614780,2025-11-14 09:55:51.241675,Network Issue,1
139,619795,2025-09-19 16:19:01.945410,Other,1
140,731878,2025-05-18 14:56:54.176410,Billing Issue,1
141,195630,2025-10-04 07:29:48.108686,Other,1
142,657038,2025-06-09 08:44:07.696974,Dropped Calls,0
143,566908,2025-05-16 07:53:19.381216,Dropped Calls,1
144,289362,2025-01-18 01:57:54.760312,Dropped Calls,0
145,885622,2025-07-17 03:52:34.944555,Other,1
146,392452,2025-06-08 08:16:10.220996,Dropped Calls,0
147,329021,2025-04-20 07:20:10.942894,Network Issue,0
148,645148,2025-10-15 01:08:44.052299,Network Issue,1
149,909801,2025-03-22 02:00:41.024038,Other,1
150,146518,2025-08-08 16:53:07.124439,Billing Issue,0
151,106037,2025-10-19 16:45:34.805500,Other,0
152,663511,2025-07-20 22:41:02.700712,Dropped Calls,1
153,464957,2024-11-30 17:08:29.279352,Other,0
154,869484,2025-06-02 01:53:53.696046,Other,0
155,582933,2025-04-16 14:04:42.197254,Network Issue,0
156,203150,2025-04-15 23:27:39.507266,Other,1
157,350568,2025-08-26 01:37:40.710518,Billing Issue,1
158,659826,2025-03-22 23:52:58.894579,Dropped Calls,0
159,404959,2025-08-04 09:42:54.563549,Other,1
160,500658,2025-06-18 23:04:02.004628,Network Issue,0
161,363300,2025-02-03 21:58:30.664721,Network Issue,0
162,844742,2025-09-12 09:25:44.781393,Other,1
163,501950,2024-12-01 01:59:57.384333,Other,1
164,980067,2025-01-17 07:03:40.305318,Dropped Calls,0
165,302178,2025-01-20 19:02:23.632662,Billing Issue,1
166,189935,2025-07-20 21:30:21.863470,Network Issue,1
167,386547,2025-10-26 13:40:16.583991,Dropped Calls,1
168,426273,2025-09-13 07:32:37.404629,Dropped Calls,0
169,605559,2025-06-22 19:25:38.737294,Other,0
170,125334,2025-03-25 14:50:35.263198,Dropped Calls,1
171,826337,2025-03-05 20:46:41.387913,Other,1
172,441190,2025-05-28 03:32:24.051200,Billing Issue,0
173,118916,2025-09-23 09:19:07.402567,Dropped Calls,0
174,986047,2025-07-24 14:27:18.836443,Slow Internet,0
175,599937,2025-05-09 15:40:30.291589,Network Issue,1
176,997752,2025-04-20 01:17:06.757108,Other,1
177,306920,2025-04-13 02:25:14.940866,Slow Internet,1
178,620065,2025-06-22 17:34:23.915299,Billing Issue,1
179,514955,2025-02-07 09:33:05.068350,Network Issue,1
180,254672,2025-02-02 03:04:35.411413,Network Issue,1
181,983745,2025-05-28 02:03:41.712701,Network Issue,0
182,369617,2025-01-28 05:04:50.148452,Network Issue,1
183,403923,2025-06-12 09:38:11.414890,Other,1
184,743993,2025-02-27 08:50:19.803390,Slow Internet,0
185,576069,2024-12-22 00:45:26.124905,Slow Internet,1
186,200161,2025-02-12 19:00:53.834682,Billing Issue,1
187,762049,2025-08-25 16:11:20.834088,Network Issue,1
188,382036,2025-01-05 03:16:24.102655,Slow Internet,0
189,620425,2025-01-23 20:15:46.009867,Billing Issue,1
190,916319,2025-08-25 12:24:18.546684,Other,0
191,515297,2025-09-22 00:10:11.090273,Network Issue,0
192,175889,2025-06-09 01:12:39.932775,Billing Issue,0
193,806323,2025-06-12 21:15:59.386126,Network Issue,1
194,598326,2025-11-11 20:37:20.878468,Billing Issue,0
195,428468,2025-10-16 17:07:17.100554,Billing Issue,0
196,181344,2025-10-04 07:13:15.314894,Other,1
197,745268,2025-07-26 14:25:48.867749,Billing Issue,0
198,994070,2025-06-26 01:00:08.022368,Dropped Calls,0
199,126092,2025-09-27 19:31:50.285344,Billing Issue,1
200,622771,2025-09-23 13:24:58.194930,Other,1
201,637037,2025-11-07 02:18:32.664756,Network Issue,0
202,957895,2025-05-21 22:28:07.745431,Billing Issue,0
203,576193,2025-09-28 09:47:58.850706,Network Issue,0
204,729943,2024-12-19 17:15:54.364049,Dropped Calls,0
205,214633,2025-04-30 20:42:09.282512,Network Issue,1
206,108880,2024-12-06 08:15:33.622034,Slow Internet,1
207,490388,2025-09-08 01:49:18.678619,Dropped Calls,0
208,296473,2025-11-22 08:38:29.244044,Network Issue,1
209,231655,2025-03-17 09:31:18.395707,Network Issue,1
210,639290,2025-04-07 16:33:02.613274,Slow Internet,1
211,801523,2025-05-15 22:49:25.320272,Billing Issue,1
212,207656,2025-06-13 22:00:33.023354,Slow Internet,1
213,864206,2025-03-02 14:29:55.538499,Other,1
214,863667,2025-07-18 11:27:04.516600,Network Issue,0
215,658356,2025-06-09 11:33:31.993243,Dropped Calls,0
216,663358,2025-04-22 11:10:47.674442,Network Issue,0
217,833476,2025-06-28 08:32:08.786952,Network Issue,1
218,686521,2025-08-28 04:29:51.313128,Network Issue,1
219,164555,2025-10-06 08:31:32.605246,Dropped Calls,1
220,994208,2024-12-01 10:11:48.667284,Billing Issue,1
221,921518,2025-10-18 19:37:54.193566,Slow Internet,0
222,914735,2025-05-09 13:53:02.812216,Dropped Calls,1
223,254765,2025-01-03 13:27:19.188718,Billing Issue,1
224,845181,2025-11-06 05:19:08.418041,Slow Internet,1
225,202533,2025-04-17 22:42:46.740500,Network Issue,0
226,378825,2025-07-18 21:47:35.500292,Other,1
227,449129,2024-12-29 02:23:34.513036,Dropped Calls,1
228,657842,2025-03-12 05:21:58.829189,Slow Internet,1
229,654053,2024-12-02 14:53:24.895382,Billing Issue,0
230,962797,2025-10-21 13:10:26.467867,Network Issue,1
231,526319,2025-07-30 08:53:00.695011,Network Issue,1
232,849337,2025-10-26 16:37:18.125922,Other,0
233,689623,2025-03-29 08:51:08.747915,Other,1
234,253406,2025-11-24 14:41:27.880826,Slow Internet,1
235,691071,2025-02-15 18:23:52.997300,Billing Issue,1
236,645532,2025-10-18 08:34:12.403342,Billing Issue,1
237,250875,2024-12-26 01:23:42.442409,Network Issue,0
238,146217,2025-04-19 22:52:37.941933,Slow Internet,0
239,737247,2025-06-15 10:47:43.562109,Network Issue,0
240,210846,2025-05-24 02:02:22.403982,Network Issue,0
241,708965,2025-09-30 04:19:24.206824,Dropped Calls,1
242,221335,2025-07-13 00:11:46.223251,Billing Issue,0
243,646963,2025-11-21 03:49:13.742000,Billing Issue,0
244,517178,2025-05-05 22:11:16.963598,Other,0
245,310140,2025-06-04 17:14:05.199436,Slow Internet,0
246,104770,2025-11-15 02:04:47.637756,Billing Issue,0
247,684683,2025-11-11 23:41:05.272112,Other,1
248,692732,2025-05-02 20:08:39.379583,Slow Internet,0
249,718469,2024-11-29 13:36:11.801678,Other,1
250,492691,2025-07-27 01:22:30.394742,Dropped Calls,1
251,275229,2025-03-13 10:23:32.355980,Other,0
252,603124,2025-06-29 16:37:01.664863,Other,0
253,698500,2025-05-26 14:01:12.298531,Dropped Calls,1
254,180780,2025-08-27 06:20:05.971227,Billing Issue,0
255,158505,2024-12-01 19:48:00.965100,Billing Issue,0
256,852025,2025-11-18 10:42:39.148260,Slow Internet,1
257,456691,2025-09-16 01:22:33.819290,Other,0
258,789814,2025-08-10 10:52:32.613254,Network Issue,1
259,513417,2025-11-10 19:04:19.837613,Billing Issue,1
260,413017,2025-11-01 00:25:39.439931,Network Issue,1
261,849063,2025-08-08 06:23:15.618656,Network Issue,0
262,471309,2025-09-04 12:06:20.810508,Other,1
263,413577,2025-08-31 15:56:53.430150,Network Issue,0
264,852909,2025-07-30 07:37:53.864612,Network Issue,1
265,688412,2025-05-06 19:09:05.540646,Network Issue,1
266,240411,2025-09-14 22:11:19.517739,Slow Internet,0
267,809228,2025-04-21 18:52:12.531990,Slow Internet,1
268,224416,2025-10-04 11:33:33.890148,Slow Internet,0
269,468778,2025-02-28 11:12:17.262946,Billing Issue,0
270,408630,2025-04-18 20:32:55.760768,Other,0
271,481766,2025-08-18 22:29:51.592158,Billing Issue,0
272,604325,2025-02-19 01:20:03.463507,Network Issue,1
273,580225,2025-11-14 23:10:37.994289,Network Issue,1
274,604060,2025-08-20 20:15:31.205666,Dropped Calls,1
275,805749,2025-06-08 21:51:42.997168,Dropped Calls,1
276,118433,2025-04-28 13:16:12.117238,Network Issue,0
277,578492,2025-09-05 21:22:53.706722,Other,1
278,874137,2025-07-07 13:01:22.237288,Billing Issue,1
279,165309,2025-08-23 11:43:49.477563,Network Issue,0
280,601751,2025-05-21 18:18:35.202613,Dropped Calls,1
281,122722,2025-05-27 09:46:19.860137,Dropped Calls,0
282,327748,2025-05-02 13:14:50.284680,Network Issue,0
283,344405,2025-10-17 19:01:02.618160,Network Issue,0
284,894086,2025-02-17 19:48:47.485725,Slow Internet,1
285,446309,2025-01-30 18:49:24.343612,Other,1
286,401568,2025-10-21 22:34:29.896008,Other,0
287,123623,2025-10-20 12:12:23.308230,Dropped Calls,1
288,538169,2025-11-05 14:12:06.242204,Dropped Calls,0
289,512332,2025-01-24 23:21:07.917955,Network Issue,1
290,742869,2025-03-31 13:07:45.674734,Slow Internet,1
291,661380,2025-06-08 07:45:37.215499,Other,0
292,935999,2025-09-01 04:48:36.928903,Other,0
293,771841,2025-11-20 15:43:28.073483,Slow Internet,1
294,782927,2024-12-25 16:50:05.489441,Billing Issue,0
295,192881,2024-12-30 12:42:13.131995,Billing Issue,1
296,796791,2025-01-08 20:36:11.225940,Dropped Calls,1
297,593068,2025-06-12 18:23:22.937457,Other,1
298,481669,2025-03-27 11:01:48.604033,Network Issue,1
299,263052,2025-01-14 13:12:28.701673,Billing Issue,0
300,482102,2024-12-25 04:05:22.363441,Other,0
301,500853,2025-06-10 12:22:17.952885,Other,0
302,816881,2025-05-25 09:28:59.559049,Network Issue,0
303,195602,2025-10-26 00:49:39.060727,Network Issue,1
304,235549,2025-10-31 22:05:59.445647,Slow Internet,0
305,694762,2025-08-05 14:23:08.210491,Billing Issue,0
306,443399,2025-03-27 22:53:11.454101,Other,1
307,542828,2025-07-12 20:28:51.063874,Other,1
308,117696,2025-03-16 08:08:09.896319,Billing Issue,1
309,736049,2025-02-01 03:47:37.432207,Slow Internet,1
310,244214,2024-12-27 05:58:47.018007,Billing Issue,0
311,592129,2025-11-16 05:24:00.778015,Network Issue,0
312,761242,2025-03-24 22:43:01.697775,Other,0
313,449812,2025-06-05 23:41:28.421642,Slow Internet,1
314,865548,2024-12-24 19:30:06.431161,Network Issue,0
315,286666,2024-12-04 10:03:33.220710,Network Issue,0
316,493955,2025-05-07 19:11:37.682309,Billing Issue,1
317,350824,2025-05-29 04:48:34.257369,Other,1
318,527989,2025-07-02 00:36:33.191968,Network Issue,0
319,218046,2025-08-05 14:20:36.508469,Slow Internet,0
320,693107,2025-11-14 03:19:40.007240,Slow Internet,1
321,837483,2025-08-06 14:23:43.013845,Other,0
322,545206,2025-04-08 02:22:24.834910,Billing Issue,0
323,344355,2025-03-01 08:22:25.234897,Network Issue,0
324,442761,2024-11-28 22:37:45.478209,Other,1
325,960513,2025-04-23 07:57:11.133574,Slow Internet,0
326,282689,2025-05-19 08:34:50.354715,Other,0
327,110678,2025-10-29 23:53:20.437791,Slow Internet,1
328,995514,2025-09-09 15:11:51.967205,Slow Internet,1
329,248175,2025-03-12 07:52:54.676807,Network Issue,0
330,608627,2025-10-29 06:29:50.200528,Slow Internet,0
331,401575,2025-06-23 22:31:00.348137,Network Issue,0
332,748355,2025-02-07 09:19:09.294937,Slow Internet,0
333,156689,2025-10-28 00:19:33.560706,Slow Internet,0
334,972090,2025-05-11 08:11:01.450404,Other,0
335,620391,2025-06-29 16:25:28.333801,Dropped Calls,0
336,256231,2025-09-06 12:45:24.027092,Billing Issue,1
337,349647,2025-04-20 22:46:12.441573,Slow Internet,1
338,620374,2024-12-11 10:59:49.936343,Network Issue,0
339,207488,2025-04-15 22:10:54.015265,Other,0
340,691433,2024-12-14 17:38:30.096485,Slow Internet,0
341,828607,2025-06-08 09:09:56.483846,Dropped Calls,0
342,964659,2025-09-16 23:22:06.355536,Other,0
343,720598,2025-04-25 13:15:08.809117,Billing Issue,0
344,662574,2024-12-17 09:08:12.407547,Dropped Calls,0
345,917142,2025-10-28 10:30:58.983141,Dropped Calls,0
346,789368,2025-04-01 19:57:59.260875,Network Issue,0
347,476067,2025-06-30 14:52:18.640688,Other,1
348,718464,2025-06-29 20:23:33.327134,Network Issue,1
349,695824,2025-02-14 13:00:58.546209,Dropped Calls,0
350,168897,2024-11-28 00:56:32.390536,Network Issue,0
351,754467,2025-06-01 14:04:57.316028,Billing Issue,0
352,993434,2025-07-08 07:31:06.533461,Network Issue,1
353,173034,2025-03-10 01:29:12.613866,Slow Internet,0
354,947742,2025-04-26 03:22:51.132395,Dropped Calls,1
355,925137,2025-04-05 13:07:35.315612,Network Issue,0
356,463136,2025-09-28 04:11:44.801266,Other,1
357,708499,2024-12-30 02:46:22.620167,Billing Issue,1
358,168000,2025-07-12 20:05:11.384616,Billing Issue,1
359,818323,2024-12-02 04:59:17.392828,Billing Issue,1
360,750806,2025-04-19 18:47:05.023575,Billing Issue,1
361,210306,2025-07-10 15:35:54.644917,Other,0
362,331123,2025-09-25 18:53:07.572454,Slow Internet,1
363,294354,2025-04-24 23:58:23.399047,Dropped Calls,0
364,599758,2025-03-29 03:05:46.565165,Network Issue,1
365,952750,2025-07-15 15:11:03.889320,Dropped Calls,1
366,392097,2025-08-29 20:42:39.416649,Billing Issue,0
367,578871,2025-08-20 03:11:31.558091,Slow Internet,0
368,112504,2025-09-21 12:50:26.182770,Slow Internet,0
369,615305,2025-09-09 06:06:28.226715,Billing Issue,1
370,350049,2025-10-01 19:12:35.778808,Slow Internet,0
371,517601,2025-09-04 16:32:16.262287,Slow Internet,1
372,649971,2025-08-04 12:07:03.450036,Slow Internet,0
373,556286,2025-01-28 11:52:17.679599,Network Issue,0
374,658935,2025-10-29 20:27:11.897307,Billing Issue,1
375,424959,2025-02-17 13:02:57.770402,Network Issue,1
376,136187,2025-04-14 19:46:40.064294,Network Issue,1
377,904978,2025-03-17 01:35:58.850767,Network Issue,1
378,838790,2024-12-02 04:29:08.044030,Dropped Calls,0
379,517228,2025-08-22 10:27:39.642359,Dropped Calls,1
380,130666,2025-11-06 15:23:10.291991,Slow Internet,0
381,471389,2025-06-26 17:46:04.770880,Dropped Calls,0
382,993017,2025-02-15 00:38:51.006589,Network Issue,1
383,764469,2025-04-02 00:39:09.427199,Network Issue,0
384,747274,2025-06-22 20:31:00.035048,Dropped Calls,0
385,266626,2024-12-11 14:11:40.434471,Billing Issue,0
386,616520,2025-05-21 03:18:00.868254,Billing Issue,0
387,347251,2025-09-14 15:07:15.635957,Other,1
388,125110,2025-09-16 11:10:49.665035,Network Issue,1
389,731659,2025-09-18 19:05:45.464766,Slow Internet,0
390,518546,2025-01-21 20:15:13.951945,Network Issue,0
391,228449,2024-12-12 02:26:57.983103,Billing Issue,0
392,770102,2024-12-05 07:40:49.892807,Billing Issue,1
393,558694,2025-06-18 08:40:45.488095,Slow Internet,1
394,114328,2025-05-15 20:15:14.145136,Slow Internet,1
395,923812,2025-04-09 20:40:32.238915,Other,1
396,829951,2024-12-17 17:37:57.448881,Dropped Calls,1
397,898067,2025-09-27 10:55:05.289098,Dropped Calls,0
398,366560,2025-02-10 22:14:28.666060,Slow Internet,1
399,403182,2025-04-15 14:11:09.510484,Dropped Calls,1
400,762049,2025-06-20 10:52:06.384525,Other,0
401,137356,2025-01-08 21:56:16.669242,Billing Issue,0
402,437432,2025-09-25 11:18:55.016945,Slow Internet,1
403,144331,2025-03-07 15:37:03.986984,Dropped Calls,1
404,447181,2025-01-28 05:42:08.671057,Billing Issue,1
405,803879,2025-11-19 15:41:42.501014,Network Issue,1
406,288362,2025-02-25 03:47:44.014753,Network Issue,0
407,169129,2025-09-23 11:28:27.235812,Slow Internet,0
408,784413,2025-02-28 10:06:15.802493,Dropped Calls,1
409,484742,2025-07-07 11:14:00.223984,Billing Issue,0
410,941171,2025-11-02 13:13:57.771915,Network Issue,0
411,523913,2025-05-31 22:36:24.141199,Network Issue,0
412,307438,2025-04-22 10:27:01.407048,Other,0
413,323934,2025-06-03 14:07:58.262990,Billing Issue,0
414,340549,2025-10-03 02:19:23.377499,Dropped Calls,0
415,366436,2025-09-19 04:05:34.544936,Network Issue,0
416,734592,2025-01-21 08:24:54.386487,Other,0
417,209583,2025-09-17 01:12:28.027305,Slow Internet,0
418,651819,2025-04-17 06:44:29.900853,Other,1
419,172994,2025-03-18 12:53:58.083659,Billing Issue,1
420,471707,2025-01-24 03:08:24.025015,Dropped Calls,0
421,866339,2025-10-14 19:12:55.163625,Network Issue,1
422,387683,2025-10-30 02:49:31.987050,Other,1
423,626675,2025-01-09 03:42:09.873450,Network Issue,0
424,935435,2025-06-03 17:10:04.259962,Other,0
425,849257,2025-06-21 05:00:19.099385,Network Issue,1
426,219052,2025-02-06 23:40:05.987940,Other,0
427,273700,2025-10-03 22:23:17.013782,Slow Internet,1
428,795697,2024-12-05 09:41:06.391162,Billing Issue,1
429,108577,2025-05-27 17:08:28.135026,Slow Internet,0
430,196044,2025-03-12 13:35:10.587607,Billing Issue,0
431,314014,2025-09-06 23:28:45.935774,Slow Internet,1
432,835738,2025-09-07 09:57:45.432572,Slow Internet,1
433,395652,2025-11-10 23:50:28.266622,Slow Internet,1
434,205737,2025-09-12 21:30:28.897517,Billing Issue,1
435,265575,2025-07-01 21:28:20.814441,Slow Internet,0
436,961294,2025-02-23 07:10:20.920685,Billing Issue,1
437,450273,2025-04-03 19:00:25.967272,Slow Internet,1
438,275084,2024-12-15 21:07:23.468626,Dropped Calls,0
439,840237,2025-04-04 22:09:46.902559,Billing Issue,0
440,546840,2025-01-10 08:46:01.754048,Slow Internet,1
441,175440,2025-06-10 15:05:25.821773,Dropped Calls,0
442,838540,2025-01-06 01:33:22.584823,Network Issue,0
443,990234,2025-03-01 13:20:16.091100,Network Issue,0
444,133361,2025-05-02 13:22:12.446299,Slow Internet,1
445,563730,2025-05-29 02:00:05.522543,Slow Internet,0
446,332525,2025-04-13 13:36:23.795708,Dropped Calls,0
447,474446,2025-11-13 19:49:04.086341,Slow Internet,1
448,870967,2024-12-16 06:22:17.177268,Other,1
449,789368,2025-07-13 09:36:30.849634,Other,1
450,812181,2025-07-02 12:03:29.428715,Slow Internet,1
451,692200,2025-09-21 20:37:20.334089,Slow Internet,0
452,170089,2025-07-23 14:00:53.807370,Slow Internet,1
453,723298,2025-09-23 12:35:52.128925,Other,0
454,808266,2024-12-01 22:48:34.765603,Slow Internet,1
455,179665,2025-07-23 04:42:01.078734,Billing Issue,1
456,701143,2025-02-04 11:32:26.567915,Billing Issue,1
457,339561,2025-01-12 11:36:41.626056,Billing Issue,0
458,721144,2025-02-08 07:26:39.535084,Dropped Calls,1
459,102642,2025-05-28 10:46:00.716869,Slow Internet,1
460,751568,2025-06-29 06:11:49.737873,Billing Issue,1
461,952383,2025-09-04 18:11:13.455337,Network Issue,1
462,490854,2025-04-21 18:40:59.078403,Network Issue,0
463,126233,2025-08-07 06:29:37.233129,Dropped Calls,0
464,296349,2025-10-26 14:22:17.660013,Billing Issue,0
465,572424,2025-11-09 10:52:55.528338,Network Issue,1
466,116030,2025-05-23 11:10:10.000059,Network Issue,1
467,138303,2025-04-16 18:22:19.721668,Other,0
468,940868,2025-09-08 07:07:59.997985,Dropped Calls,0
469,500684,2025-07-10 02:17:57.940915,Other,1
470,113206,2025-07-10 10:52:22.070966,Network Issue,0
471,806987,2025-09-12 14:11:29.355248,Dropped Calls,1
472,891710,2025-06-05 22:46:49.262852,Other,1
473,875862,2025-05-12 17:16:22.300164,Slow Internet,1
474,993548,2025-03-11 14:40:42.474380,Billing Issue,1
475,447780,2025-09-28 12:40:19.245402,Dropped Calls,1
476,423804,2024-12-07 05:54:49.792494,Billing Issue,0
477,865824,2025-02-08 13:26:21.888705,Billing Issue,1
478,429145,2025-09-22 08:52:44.939736,Network Issue,1
479,594502,2025-09-24 19:48:06.815154,Billing Issue,0
